Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Descripción,Entorno,Interesados,ID de los interesados,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace de incidencia saliente (Blocks),Adjunto,Campo personalizado (Clasificación),Campo personalizado (Color de la incidencia),Campo personalizado (Estimacion Fibonacci),Campo personalizado (Estimación Fibonacci),Campo personalizado (Fecha de inicio),Campo personalizado (Priorizacion MoSCoW),Sprint,Campo personalizado (Story point estimate),Campo personalizado (Team),Campo personalizado (Vulnerabilidad),Campo personalizado (development),Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
ST8.16 JWT expirado.,AR-318,10743,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:44 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002n7:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:44 PM,10727,AR-302,T8_HU08 Pruebas de autorización
ST8.17 JWT inválido.,AR-319,10744,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:45 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002nf:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:45 PM,10727,AR-302,T8_HU08 Pruebas de autorización
ST8.18 Usuario con rol incorrecto.,AR-320,10745,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:45 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002nn:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:45 PM,10727,AR-302,T8_HU08 Pruebas de autorización
ST8.19 Intento de acceso directo a endpoint protegido.,AR-321,10746,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 5:45 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002nv:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 5:45 PM,10727,AR-302,T8_HU08 Pruebas de autorización
ST1.1 Revisar tabla PACIENTE del modelo actual.,AR-323,10748,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:07 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002ob:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 9:50 PM,10747,AR-322,T1_HU09 Revisar y ajustar modelo de paciente
ST1.2 Revisar relación PACIENTE → USUARIO.,AR-324,10749,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:07 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002oj:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:07 PM,10747,AR-322,T1_HU09 Revisar y ajustar modelo de paciente
ST1.3 Definir campos obligatorios.,AR-325,10750,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:07 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002or:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:07 PM,10747,AR-322,T1_HU09 Revisar y ajustar modelo de paciente
ST1.4 Definir campos opcionales.,AR-326,10751,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:07 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002oz:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:07 PM,10747,AR-322,T1_HU09 Revisar y ajustar modelo de paciente
ST1.5 Definir restricción UNIQUE para CI.,AR-328,10753,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:07 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002pf:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:07 PM,10747,AR-322,T1_HU09 Revisar y ajustar modelo de paciente
ST1.6 Verificar tipos de datos.,AR-329,10754,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:07 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002pn:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:07 PM,10747,AR-322,T1_HU09 Revisar y ajustar modelo de paciente
ST1.7 Comparar estructura con Vertabelo.,AR-330,10755,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:08 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002pv:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:08 PM,10747,AR-322,T1_HU09 Revisar y ajustar modelo de paciente
ST1.8 Actualizar documentación del modelo si fuese necesario.,AR-331,10756,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:10 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002q3:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:10 PM,10747,AR-322,T1_HU09 Revisar y ajustar modelo de paciente
ST2.1 Crear/ajustar modelo Paciente.,AR-333,10758,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:19 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002qj:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:19 PM,10757,AR-332,T2_HU09 Implementar modelo de datos
ST2.2 Configurar relación con Usuario.,AR-334,10759,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:19 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002qr:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:19 PM,10757,AR-332,T2_HU09 Implementar modelo de datos
ST2.3 Configurar restricción de CI único.,AR-335,10760,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:19 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002qz:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:19 PM,10757,AR-332,T2_HU09 Implementar modelo de datos
ST2.4 Configurar claves foráneas.,AR-336,10761,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:19 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002r7:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:19 PM,10757,AR-332,T2_HU09 Implementar modelo de datos
ST2.5 Crear migración/script SQL.,AR-337,10762,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:19 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002rf:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:19 PM,10757,AR-332,T2_HU09 Implementar modelo de datos
ST2.6 Ejecutar estructura en PostgreSQL.,AR-338,10763,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:19 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002rn:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:19 PM,10757,AR-332,T2_HU09 Implementar modelo de datos
ST2.7 Verificar integridad referencial.,AR-339,10764,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:19 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002rv:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:19 PM,10757,AR-332,T2_HU09 Implementar modelo de datos
ST3.1 Crear PacienteRepository.,AR-342,10767,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:21 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002sb:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:21 PM,10765,AR-340,T3_HU09 Implementar persistencia
ST3.2 Implementar crearPaciente().,AR-343,10768,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:21 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002sj:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:21 PM,10765,AR-340,T3_HU09 Implementar persistencia
ST3.3 Implementar búsqueda por CI.,AR-344,10769,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:21 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002sr:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:21 PM,10765,AR-340,T3_HU09 Implementar persistencia
ST3.4 Implementar búsqueda por ID.,AR-345,10770,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:21 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002sz:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:21 PM,10765,AR-340,T3_HU09 Implementar persistencia
ST3.5 Manejar paciente duplicado.,AR-346,10771,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:21 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002t7:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:21 PM,10765,AR-340,T3_HU09 Implementar persistencia
ST3.6 Manejar errores de PostgreSQL.,AR-347,10772,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:21 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002tf:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:21 PM,10765,AR-340,T3_HU09 Implementar persistencia
ST3.7 Probar operaciones de persistencia.,AR-348,10773,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:21 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002tn:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:21 PM,10765,AR-340,T3_HU09 Implementar persistencia
ST4.1 Crear PacienteService.,AR-350,10775,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:22 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002u3:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:22 PM,10774,AR-349,T4_HU09 Implementar lógica de negocio
ST4.2 Validar datos obligatorios.,AR-351,10776,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:22 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002ub:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:22 PM,10774,AR-349,T4_HU09 Implementar lógica de negocio
ST4.3 Validar formato de datos.,AR-352,10777,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:22 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002uj:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:22 PM,10774,AR-349,T4_HU09 Implementar lógica de negocio
ST4.4 Verificar que el CI no exista.,AR-353,10778,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:22 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002ur:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:22 PM,10774,AR-349,T4_HU09 Implementar lógica de negocio
"ST4.5 Verificar usuario asociado, si corresponde.",AR-354,10779,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:23 PM,20/ago/26 10:28 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002uz:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:23 PM,10774,AR-349,T4_HU09 Implementar lógica de negocio
ST4.6 Crear paciente.,AR-355,10780,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:23 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002v7:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:23 PM,10774,AR-349,T4_HU09 Implementar lógica de negocio
ST4.7 Manejar errores de negocio.,AR-356,10781,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:23 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002vf:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:23 PM,10774,AR-349,T4_HU09 Implementar lógica de negocio
ST4.8 Retornar información del paciente creado.,AR-357,10782,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:23 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002vn:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:23 PM,10774,AR-349,T4_HU09 Implementar lógica de negocio
ST5.1 Crear PacienteController.,AR-359,10784,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:25 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002w3:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:25 PM,10783,AR-358,T5_HU09 Implementar endpoint de registro
ST5.2 Crear endpoint POST /pacientes.,AR-360,10785,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:25 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002wb:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:25 PM,10783,AR-358,T5_HU09 Implementar endpoint de registro
ST5.3 Definir DTO de entrada.,AR-361,10786,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:25 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002wj:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:25 PM,10783,AR-358,T5_HU09 Implementar endpoint de registro
ST5.4 Validar request.,AR-362,10787,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:25 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002wr:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:25 PM,10783,AR-358,T5_HU09 Implementar endpoint de registro
ST5.5 Invocar PacienteService.,AR-363,10788,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:25 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002wz:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:25 PM,10783,AR-358,T5_HU09 Implementar endpoint de registro
ST5.6 Definir respuesta exitosa.,AR-364,10789,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:25 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002x7:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:25 PM,10783,AR-358,T5_HU09 Implementar endpoint de registro
ST5.7 Definir respuesta para CI duplicado.,AR-365,10790,Subtask,Backlog,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,20/ago/26 6:25 PM,20/ago/26 10:27 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i002xf:,,,,,,Sprint 2,,,,,Por hacer,20/ago/26 6:25 PM,10783,AR-358,T5_HU09 Implementar endpoint de registro
