Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Descripción,Entorno,Interesados,ID de los interesados,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace de incidencia saliente (Blocks),Adjunto,Campo personalizado (Clasificación),Campo personalizado (Color de la incidencia),Campo personalizado (Estimacion Fibonacci),Campo personalizado (Estimación Fibonacci),Campo personalizado (Fecha de inicio),Campo personalizado (Priorizacion MoSCoW),Sprint,Campo personalizado (Story point estimate),Campo personalizado (Team),Campo personalizado (Vulnerabilidad),Campo personalizado (development),Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
ST8.13 Intentar acceder sin autenticación.,AR-473,10898,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:52 PM,27/ago/26 5:57 AM,,27/ago/26 5:57 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003l7:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:57 AM,10885,AR-460,T8_HU10 Pruebas
ST8.14 Verificar respuesta del API.,AR-474,10899,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:52 PM,27/ago/26 5:57 AM,,27/ago/26 5:57 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003lf:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:57 AM,10885,AR-460,T8_HU10 Pruebas
ST8.15 Verificar consultas PostgreSQL.,AR-475,10900,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:52 PM,27/ago/26 5:57 AM,,27/ago/26 5:57 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003ln:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:57 AM,10885,AR-460,T8_HU10 Pruebas
ST8.16 Verificar que no se devuelvan datos médicos de otras HU.,AR-476,10901,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:52 PM,27/ago/26 5:57 AM,,27/ago/26 5:57 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003lv:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:57 AM,10885,AR-460,T8_HU10 Pruebas
ST8.17 Verificar manejo de errores.,AR-477,10902,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:52 PM,27/ago/26 5:57 AM,,27/ago/26 5:57 AM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003m3:,,,,,,Sprint 2,,,,,Listo,27/ago/26 5:57 AM,10885,AR-460,T8_HU10 Pruebas
ST4.9 Implementar paginación en resultados de búsqueda        (ej. ?page=1&limit=20),AR-478,10903,Subtask,Tareas por hacer,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 1:56 PM,21/ago/26 1:56 PM,,,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003mb:,,,,,,Sprint 2,,,,,Por hacer,21/ago/26 1:56 PM,10852,AR-427,T4_HU10 Implementar endpoint de búsqueda
HU-09 Registrar paciente,AR-12,10437,Historia,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,fernando.catari,712020:d7ceaf02-5505-43d3-84ad-65b05b7d1fb2,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:26 PM,25/ago/26 6:54 PM,,25/ago/26 6:54 PM,,0,"Como recepcionista, quiero registrar los datos de un paciente, para incorporarlo al sistema y permitir la gestión de su atención médica.

h1. Objetivo

Permitir que un *Recepcionista* registre a un paciente en MedicalSys.

El registro debe almacenar la información necesaria para identificar al paciente y posteriormente relacionarlo con:

Paciente
   │
   ├── Citas
   ├── Consultas
   ├── Historia clínica
   ├── Documentos médicos
   ├── Consentimientos
   └── Facturación

Esto es importante porque *Paciente no debería ser simplemente un usuario*.

La separación que venimos manejando sería:

USUARIO
──────────────
id_usuario
username
password_hash
id_rol
estado
      │
      │ 1:1
      ▼
PACIENTE
──────────────
id_paciente
id_usuario
CI
nombres
apellidos
fecha_nacimiento
sexo
teléfono
...

Así, el paciente puede tener una cuenta de acceso y, al mismo tiempo, una entidad propia dentro del dominio médico.



h2. CA-01 — Acceso al registro

El formulario de registro de pacientes debe estar disponible para un usuario autorizado, inicialmente el *Recepcionista* y el Administrador.

----

h2. CA-02 — Datos obligatorios

El sistema debe solicitar los datos necesarios para identificar al paciente.

Como mínimo propondría:

* Nombres.
* Apellidos.
* Número de documento/CI.
* Fecha de nacimiento.
* Sexo.
* Teléfono.
* Correo electrónico, si corresponde.

Los campos exactos deben coincidir con el modelo de datos que ya definieron.

----

h2. CA-03 — Validación de datos

El sistema debe validar que los datos introducidos tengan un formato válido.

Por ejemplo:

Fecha de nacimiento → fecha válida

CI                 → formato válido

Correo             → formato de correo

Teléfono           → formato permitido

Nombres            → no vacío

Apellidos          → no vacío

----

h2. CA-04 — CI único

El sistema debe impedir registrar dos pacientes utilizando el mismo número de documento/CI.

Ejemplo:

Paciente existente:

CI = 12345678

Nuevo registro:

CI = 12345678

        ↓

❌ Paciente ya registrado

----

h2. CA-05 — Registro exitoso

Cuando todos los datos sean válidos:

#  El sistema debe crear el paciente. 
#  Debe guardar la información en PostgreSQL. 
#  Debe generar/mostrar el identificador del paciente. 
#  Debe informar que el registro fue exitoso. 

----

h2. CA-06 — Asociación con usuario

Si el paciente tendrá una cuenta de acceso, el registro debe permitir asociar el perfil del paciente con su usuario correspondiente.

Por ejemplo:

USUARIO

id_usuario = 25

rol = PACIENTE

       │

       ▼

PACIENTE

id_paciente = 103

id_usuario = 25

*No debemos crear automáticamente otra cuenta si el paciente ya tiene una.*

----

h2. CA-07 — Paciente sin cuenta

El sistema debe permitir, si el diseño del proyecto lo contempla, registrar un paciente que todavía no tenga una cuenta de acceso.

Esto es útil porque un paciente puede ser registrado por recepción antes de utilizar el portal.

Entonces:

PACIENTE

id_usuario = NULL

podría ser válido.

Esto depende de la estructura definitiva de nuestra BD.

(Aclaracion)
id_usuario en PACIENTE es NULLABLE. Un paciente puede existir sin cuenta de acceso asociada. Si más adelante el paciente solicita acceso al portal, se vincula su cuenta (fuera de alcance de HU-09).

----

h2. CA-08 — Registro duplicado

Si el paciente ya existe, el sistema debe impedir la creación de un duplicado.

La identificación principal para esta validación será el CI/documento.

----

h2. CA-09 — Acceso no autorizado

Un usuario sin permisos suficientes no debe poder registrar pacientes.

Por ejemplo:

PACIENTE

   ↓

POST /api/pacientes

   ↓

❌ 403 Forbidden

----

h2. CA-10 — Persistencia

Después de registrar correctamente al paciente, este debe poder ser consultado posteriormente desde PostgreSQL.

----

h2. CA-11 — Confirmación

El sistema debe mostrar una confirmación indicando que el paciente fue registrado correctamente.

Idealmente:

{quote}""Paciente registrado correctamente. N.º de paciente: 103.""{quote}

----

h2. CA-12 — Manejo de errores

Los errores deben mostrarse de manera comprensible.

No se deben mostrar:

*  SQL; 
*  stack traces; 
*  información interna del backend; 
*  credenciales; 
*  información sensible innecesaria.


Definition of Done
☐ Modelo PACIENTE revisado
☐ Relación PACIENTE → USUARIO definida
☐ CI configurado como único
☐ Tabla/migración implementada
☐ Repository implementado
☐ Service implementado
☐ Endpoint POST /api/pacientes implementado
☐ Validaciones implementadas
☐ Autorización PACIENTE_CREAR implementada
☐ Formulario de registro implementado
☐ Paciente se persiste correctamente
☐ Duplicados son rechazados
☐ Errores son manejados correctamente
☐ Pruebas realizadas
☐ Código revisado/integrado
☐ Documentación actualizada",,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,AR-322,AR-332,AR-340,AR-349,AR-358,AR-368,AR-377,AR-390,,,0|i003mf:,,,,,,Sprint 2,3.0,,,,Listo,25/ago/26 6:54 PM,,,
HU-07 Gestionar roles,AR-10,10435,Historia,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,fernando.catari,712020:d7ceaf02-5505-43d3-84ad-65b05b7d1fb2,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:25 PM,25/ago/26 6:54 PM,,25/ago/26 6:54 PM,,0,"Como administrador, quiero gestionar los roles de los usuarios, para determinar el tipo de usuario al que pertenece cada cuenta y facilitar la administración de sus permisos dentro de MedicalSys.

Los roles definidos para MedicalSys son:
ADMINISTRADOR
MÉDICO
RECEPCIONISTA
PACIENTE

El documento establece estos cuatro tipos de usuario y exige control de acceso basado en roles.

Objetivo

Permitir que el administrador pueda:

* consultar los roles disponibles;
* asignar un rol a un usuario;
* modificar el rol de un usuario;
* mantener los roles válidos del sistema;
* evitar que se asignen roles inexistentes.

*Importante:* esta HU *no implementa todavía los permisos específicos* de cada rol.

Por ejemplo:

{quote}HU-07: ""Este usuario es MÉDICO.""{quote}

Mientras que:

{quote}HU-08: ""Un MÉDICO puede consultar historias clínicas, pero no administrar usuarios.""{quote}

Así evitamos duplicación.

CA-01 — Roles disponibles

El sistema debe contar con los cuatro roles definidos:

ADMINISTRADOR

MÉDICO

RECEPCIONISTA

PACIENTE

----

h3. CA-02 — Consulta de roles

Un administrador debe poder consultar los roles disponibles en el sistema.

----

h3. CA-03 — Asignación de rol

Un administrador debe poder asignar un rol válido a un usuario registrado.

Ejemplo:

Usuario: juan123

Rol: MÉDICO

----

h3. CA-04 — Modificación de rol

Un administrador debe poder modificar el rol actualmente asignado a un usuario.

Ejemplo:

Antes:

juan123 → RECEPCIONISTA

Después:

juan123 → ADMINISTRADOR

----

h3. CA-05 — Rol obligatorio

Todo usuario tiene un rol obligatorio desde su creación (HU-05). HU-07 permite reasignar el rol a otro valor válido, pero no existe operación para dejar a un usuario sin rol.

----

h3. CA-06 — Solo roles existentes

El sistema debe impedir la asignación de un rol que no exista en la tabla/catálogo de roles.

Por ejemplo:

 SUPERUSUARIO

 ROOT

 INVITADO

si esos roles no están definidos en MedicalSys.

----

h3. CA-07 — Usuario inexistente

El sistema debe rechazar el intento de asignar un rol a un usuario que no exista.

----

h3. CA-08 — Restricción administrativa

Solamente un usuario con permisos de administrador debe poder crear, modificar o asignar roles.

Esto será parte del puente con *HU-08*.

----

h3. CA-09 — Persistencia

Cuando se asigne o modifique un rol, el cambio debe quedar almacenado correctamente en PostgreSQL.

----

h3. CA-10 — Integridad referencial

El sistema debe mantener la relación válida entre usuario y rol.

Si usamos:

USUARIO.id_rol

       ↓

ROL.id_rol

el {{id_rol}} asignado debe corresponder a un registro existente.

----

h3. CA-11 — Confirmación

Después de asignar o modificar correctamente un rol, el sistema debe informar al administrador que la operación fue realizada exitosamente.

----

h3. CA-12 — Manejo de errores

Ante un error, el sistema debe mostrar un mensaje comprensible sin exponer información interna de la aplicación.

Definition of done
☐ Existen los cuatro roles definidos
☐ Los roles están almacenados en PostgreSQL
☐ Existe relación USUARIO → ROL
☐ Se pueden consultar los roles
☐ Administrador puede asignar un rol
☐ Administrador puede modificar un rol
☐ No se pueden asignar roles inexistentes
☐ Un usuario no puede quedar sin rol
☐ Usuario inexistente es rechazado
☐ La operación está protegida
☐ Existe endpoint funcional
☐ Existe interfaz funcional
☐ Los cambios persisten en PostgreSQL
☐ Se probaron casos correctos y errores
☐ Se cumplen los criterios de aceptación
☐ Código integrado en Git


",,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,AR-187,AR-191,AR-195,AR-204,AR-212,AR-227,AR-219,AR-237,,,0|i003mh:,,,,,,Sprint 2,5.0,,,,Listo,25/ago/26 6:54 PM,,,
T7_HU12 Pruebas,AR-566,10991,Tarea,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,23/ago/26 5:09 PM,27/ago/26 2:58 PM,27/ago/26 2:57 PM,27/ago/26 2:58 PM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,AR-15,,0|i003mh:09,,,,,,Sprint 2,,,,,Listo,27/ago/26 2:58 PM,,,
T6_HU12 Implementar interfaz,AR-560,10985,Tarea,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,23/ago/26 5:08 PM,27/ago/26 2:57 PM,27/ago/26 2:57 PM,27/ago/26 2:57 PM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,AR-15,,0|i003mh:0i,,,,,,Sprint 2,,,,,Listo,27/ago/26 2:57 PM,,,
T5_HU12 Implementar autorización,AR-555,10980,Tarea,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,23/ago/26 5:08 PM,27/ago/26 2:57 PM,27/ago/26 2:56 PM,27/ago/26 2:57 PM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,AR-15,,0|i003mh:1,,,,,,Sprint 2,,,,,Listo,27/ago/26 2:57 PM,,,
T4_HU12 Implementar endpoints,AR-546,10971,Tarea,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,23/ago/26 5:06 PM,27/ago/26 2:55 PM,27/ago/26 2:55 PM,27/ago/26 2:55 PM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,AR-15,,0|i003mh:2,,,,,,Sprint 2,,,,,Listo,27/ago/26 2:55 PM,,,
T7_HU11 Pruebas,AR-519,10944,Tarea,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 3:24 PM,27/ago/26 2:55 PM,27/ago/26 2:41 PM,27/ago/26 2:55 PM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,AR-14,,0|i003mh:4,,,,,,Sprint 2,,,,,Listo,27/ago/26 2:55 PM,,,
T6_HU11 Implementar interfaz,AR-512,10937,Tarea,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 3:21 PM,27/ago/26 2:41 PM,27/ago/26 2:41 PM,27/ago/26 2:41 PM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,AR-14,,0|i003mh:9,,,,,,Sprint 2,,,,,Listo,27/ago/26 2:41 PM,,,
T5_HU11 Implementar autorización,AR-508,10933,Tarea,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 3:19 PM,27/ago/26 1:18 PM,27/ago/26 1:18 PM,27/ago/26 1:18 PM,,0,Reutiliza el mecanismo de HU-08.,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,AR-14,,0|i003mh:i,,,,,,Sprint 2,,,,,Listo,27/ago/26 1:18 PM,,,
HU-11 Registrar médico,AR-14,10439,Historia,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,19/ago/26 2:26 PM,27/ago/26 1:10 PM,27/ago/26 1:10 PM,27/ago/26 1:10 PM,,0,"Como administrador, quiero registrar el perfil profesional de un médico vinculándolo a su cuenta de usuario, para habilitarlo a operar en MedicalSys con su información profesional (número de colegiatura y estado).

*CA-01 — Acceso al registro*
Solo un Administrador puede registrar perfiles de médico.

*CA-02 — Usuario obligatorio y con rol correcto*
El sistema debe exigir un {{id_usuario}} válido, y ese usuario *debe tener rol MEDICO* (asignado previamente vía HU-07). No se puede crear un perfil de médico vinculado a un usuario con rol PACIENTE, RECEPCIONISTA o ADMINISTRADOR.

Usuario 40 → rol RECEPCIONISTA
     ↓
Intentar registrar como médico
     ↓
❌ Rechazado: el usuario no tiene rol MEDICO

*CA-03 — Un usuario, un perfil de médico*
Un mismo {{id_usuario}} no puede tener más de un perfil de médico asociado (relación 1:1).

*CA-04 — Datos obligatorios*

* {{id_usuario}} (existente, rol MEDICO)
* {{numero_colegiatura}}

*CA-05 — Número de colegiatura único*
El sistema debe impedir registrar dos médicos con el mismo {{numero_colegiatura}}.

*CA-06 — Estado del médico*
El médico se registra con {{activo = true}} por defecto. Un médico inactivo no debe aparecer disponible para agendar citas (esto lo van a usar HU-13/HU-14 más adelante, pero el campo se define acá).

*CA-07 — Registro exitoso*
Al completarse el registro, el sistema confirma y muestra el {{id_medico}} generado.

*CA-08 — Usuario inexistente*
Si el {{id_usuario}} no existe, se rechaza con un mensaje claro.

*CA-09 — Acceso no autorizado*
Un usuario sin permisos de Administrador no puede registrar médicos.

*CA-10 — Persistencia*
El registro debe quedar disponible para consulta posterior en PostgreSQL.

*CA-11 — Manejo de errores*
Sin exponer SQL, stack traces, ni información interna.

Definition of done


☐ Modelo Medico revisado (FK a Usuario obligatoria, no nullable)
☐ Migración ejecutada
☐ Repository y Service implementados
☐ Validación: usuario debe tener rol MEDICO
☐ Validación: usuario no tiene perfil médico previo
☐ Validación: numero_colegiatura único
☐ Endpoint POST /api/medicos protegido con MEDICO_CREAR
☐ Interfaz implementada
☐ Pruebas realizadas (casos válidos y de error)
☐ Código integrado en Git
☐ Se cumplen todos los criterios de aceptación",,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,AR-479,AR-484,AR-493,AR-501,AR-508,AR-512,AR-519,,,,0|i003mi:,,,,,,Sprint 2,3.0,,,,Listo,27/ago/26 1:10 PM,,,
T1_HU11 Revisar modelo de médico,AR-479,10904,Tarea,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 3:13 PM,27/ago/26 1:10 PM,27/ago/26 1:10 PM,27/ago/26 1:10 PM,,0,"(Ya viene del MER — se confirma/ajusta, no se rediseña)",,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,AR-14,,0|i003mj:,,,,,,Sprint 2,,,,,Listo,27/ago/26 1:10 PM,,,
"ST1.1 Revisar tabla medico en el MER (FK a usuario no nullable, numero_colegiatura, activo)",AR-480,10905,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 3:13 PM,23/ago/26 9:01 PM,,23/ago/26 9:01 PM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003mr:,,,,,,Sprint 2,,,,,Listo,23/ago/26 9:01 PM,10904,AR-479,T1_HU11 Revisar modelo de médico
ST1.2 Confirmar restricción UNIQUE sobre numero_colegiatura,AR-481,10906,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 3:14 PM,23/ago/26 9:04 PM,,23/ago/26 9:04 PM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003mz:,,,,,,Sprint 2,,,,,Listo,23/ago/26 9:04 PM,10904,AR-479,T1_HU11 Revisar modelo de médico
ST1.3 Confirmar restricción UNIQUE sobre id_usuario (1:1 con Usuario),AR-482,10907,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 3:14 PM,23/ago/26 9:05 PM,,23/ago/26 9:05 PM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003n7:,,,,,,Sprint 2,,,,,Listo,23/ago/26 9:05 PM,10904,AR-479,T1_HU11 Revisar modelo de médico
ST1.4 Documentar la decisión: HU-11 no asigna especialidades (queda para HU-12),AR-483,10908,Subtask,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 3:14 PM,24/ago/26 7:27 PM,,24/ago/26 7:27 PM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,,,0|i003nf:,,,,,,Sprint 2,,,,,Listo,24/ago/26 7:27 PM,10904,AR-479,T1_HU11 Revisar modelo de médico
T2_HU11 Implementar entidad y persistencia (TypeORM),AR-484,10909,Tarea,Finalizada,AR,ArquitecturaDeSoftware,software,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,Medium,Listo,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,21/ago/26 3:14 PM,27/ago/26 1:10 PM,27/ago/26 1:10 PM,27/ago/26 1:10 PM,,0,,,alan.maldonado,712020:1386da19-3142-4309-8e92-8c8351624118,,,,,,,,,,,,,,,,,AR-14,,0|i003nn:,,,,,,Sprint 2,,,,,Listo,27/ago/26 1:10 PM,,,
